name,class,navy,normal displacement,shaft horsepower,speed,year,power to weight
HMS_Warspite_(03),Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1913,2.26507817237789
USS_Alabama_(BB-8),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.765954839302675
USS_Alabama_(BB-60),South Dakota-class_battleship (1939),United States,46610.4891425853,130000,27,1942,2.78907178172534
USS_Arizona_(BB-39),Pennsylvania-class_battleship,United States,35793.2220811036,33376,21,1915,0.932467044301672
USS_Arkansas_(BB-33),Wyoming-class_battleship,United States,26416,28000,20,1911,1.05996365838886
USS_California_(BB-44),Tennessee-class_battleship,United States,32816.8,28600,21,1919,0.87150483898491
USS_Colorado_(BB-45),Colorado-class_battleship,United States,30708.4291749841,31268,21,1921,1.01822205954682
USS_Connecticut_(BB-18),Connecticut-class_battleship,United States,16256,14850,18,1904,0.913508858267717
USS_Delaware_(BB-28),Delaware-class_battleship,United States,20706.08,25000,21,1909,1.20737483869472
USS_Florida_(BB-30),Florida-class_battleship,United States,21825,28000,21,1910,1.28293241695304
USS_Georgia_(BB-15),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.12595053929739
USS_Idaho_(BB-24),Mississippi-class_battleship,United States,13209,10000,17,1905,0.757059580588992
USS_Idaho_(BB-42),New Mexico-class_battleship,United States,32512,32000,21,1917,0.984251968503937
USS_Illinois_(BB-7),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.765954839302675
USS_Indiana_(BB-1),Indiana-class_battleship,United States,12629.1470186705,9000,15,1893,0.712637202393378
USS_Indiana_(BB-58),South Dakota-class_battleship (1939),United States,46610.4891425853,130000,27,1941,2.78907178172534
USS_Iowa_(BB-4),USS_Iowa_(BB-4),United States,11592.56,9900,16,1896,0.853996011234792
USS_Iowa_(BB-61),Iowa-class_battleship,United States,58460.64,212000,33,1942,3.62637152107811
USS_Kearsarge_(BB-5),Kearsarge-class_battleship,United States,10468.9118996,10506.6,17,1898,1.00360000167748
USS_Kentucky_(BB-6),Kearsarge-class_battleship,United States,10468.9118996,10961.1,16,1898,1.0470142556476
USS_Louisiana_(BB-19),Connecticut-class_battleship,United States,16256,14850,18,1904,0.913508858267717
USS_Maine_(BB-10),Maine-class_battleship,United States,13051.536,14400,18,1901,1.10331841401656
USS_Maryland_(BB-46),Colorado-class_battleship,United States,33121.6,28900,21,1920,0.872542389256558
USS_Massachusetts_(BB-2),Indiana-class_battleship,United States,10452.608,8100,15,1893,0.774926219370324
USS_Massachusetts_(BB-59),South Dakota-class_battleship (1939),United States,46610.4891425853,130000,27,1941,2.78907178172534
USS_Michigan_(BB-27),South Carolina-class_battleship,United States,16256,15675,18,1908,0.964259350393701
USS_Minnesota_(BB-22),Connecticut-class_battleship,United States,16256,15675,18,1905,0.964259350393701
USS_Mississippi_(BB-23),Mississippi-class_battleship,United States,13000,9500,17,1905,0.730769230769231
USS_Mississippi_(BB-41),New Mexico-class_battleship,United States,32512,32000,21,1917,0.984251968503937
USS_Missouri_(BB-11),Maine-class_battleship,United States,12559.792,14400,18,1901,1.14651580217252
USS_Missouri_(BB-63),Iowa-class_battleship,United States,54201.3194702021,212000,32,1944,3.91134389480223
USS_Nebraska_(BB-14),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.12595053929739
USS_Nevada_(BB-36),Nevada-class_battleship,United States,27500,24800,20,1914,0.901818181818182
USS_New_Hampshire_(BB-25),Connecticut-class_battleship,United States,16256,15675,18,1906,0.964259350393701
USS_New_Jersey_(BB-16),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.12595053929739
USS_New_Jersey_(BB-62),Iowa-class_battleship,United States,60960,53000,33,1942,0.869422572178478
USS_New_Mexico_(BB-40),New Mexico-class_battleship,United States,32512,27500,21,1917,0.845841535433071
USS_New_York_(BB-34),New York-class_battleship,United States,33144.1455583304,28100,21,1912,0.84781186923485
USS_North_Carolina_(BB-55),North Carolina-class_battleship,United States,42964.633131169,121000,28,1940,2.81626982896823
USS_North_Dakota_(BB-29),Delaware-class_battleship,United States,20706.08,25000,21,1908,1.20737483869472
USS_Ohio_(BB-12),Maine-class_battleship,United States,12926.568,14400,18,1901,1.11398477925463
USS_Oklahoma_(BB-37),Nevada-class_battleship,United States,27940,23560,20,1914,0.843235504652828
USS_Oregon_(BB-3),Indiana-class_battleship,United States,10452.608,8100,15,1893,0.774926219370324
USS_Pennsylvania_(BB-38),Pennsylvania-class_battleship,United States,30065.0593244776,34000,21,1915,1.13088085518324
USS_Rhode_Island_(BB-17),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.12595053929739
USS_South_Carolina_(BB-26),South Carolina-class_battleship,United States,16256,15675,18,1908,0.964259350393701
USS_South_Dakota_(BB-57),South Dakota-class_battleship (1939),United States,46610.4891425853,130000,27,1941,2.78907178172534
USS_Tennessee_(BB-43),Tennessee-class_battleship,United States,32816.8,28600,21,1919,0.87150483898491
USS_Texas_(BB-35),New York-class_battleship,United States,33144.1455583304,28100,21,1912,0.84781186923485
USS_Utah_(BB-31),Florida-class_battleship,United States,22174.2,28000,21,1909,1.26272875684354
USS_Vermont_(BB-20),Connecticut-class_battleship,United States,16256,15675,18,1905,0.964259350393701
USS_Virginia_(BB-13),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.12595053929739
USS_Washington_(BB-56),North Carolina-class_battleship,United States,42964.633131169,121000,28,1940,2.81626982896823
USS_West_Virginia_(BB-48),Colorado-class_battleship,United States,33216.088,28900,21,1921,0.870060315350802
USS_Wisconsin_(BB-9),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.765954839302675
USS_Wisconsin_(BB-64),Iowa-class_battleship,United States,53896.1191311624,212000,32,1943,3.93349286400518
USS_Wyoming_(BB-32),Wyoming-class_battleship,United States,26416,28000,20,1911,1.05996365838886
