name,class,navy,normal displacement,shaft horsepower,speed,year,power to weight
Brazilian_battleship_São_Paulo,Minas Geraes-class_battleship,Brazil,21460.30266517553,26125,21.5,1909,1.2173640049538563
Japanese_battleship_Satsuma,Satsuma-class_battleship,Empire of Japan,19681.952,16435,18,1906,0.8350289646067626
German_battleship_Scharnhorst,Scharnhorst-class_battleship,Nazi Germany,36634.269929388574,161764,31,1936,4.415646887785538
SMS_Schlesien,Deutschland-class_battleship,German Empire,13191,18664.34544862,18,1906,1.4149302894867712
SMS_Schleswig-Holstein,Deutschland-class_battleship,German Empire,13191,16766.79919127,19,1906,1.271078704515958
SMS_Schwaben,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.1890606420927468
Japanese_battleship_Settsu,Kawachi-class_battleship,Empire of Japan,21786.088,25000,21,1911,1.147521298913325
Russian_battleship_Sevastopol,Petropavlovsk-class_battleship,Russian Empire,12031.472,10600,16,1895,0.8810227044537859
Russian_battleship_Sevastopol,Gangut-class_battleship,Russian Empire,24800,52000,24,1911,2.096774193548387
Japanese_battleship_Shikishima,Shikishima-class_battleship,Empire of Japan,15087.6,13050,18,1898,0.8649486995943688
Russian_battleship_Slava,Borodino-class_battleship,Russian Empire,14646,14220,25.9,1903,0.9709135600163867
USS_South_Carolina_(BB-26),South Carolina-class_battleship,United States,16256,15675,18,1908,0.9642593503937008
USS_South_Dakota_(BB-57),South Dakota-class_battleship (1939),United States,46610.48914258532,130000,27,1941,2.789071781725339
HMS_St._Vincent_(1908),St. Vincent-class_battleship,United Kingdom,20000,24500,21,1908,1.225
French_battleship_Strasbourg,French_battleship_Strasbourg,France,31612.75006367799,112500,29,1936,3.5586907109754677
French_battleship_Suffren,French_battleship_Suffren,France,12432,14580,17,1899,1.1727799227799227
HMS_Superb_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.2173475626796382
HMS_Swiftsure_(1903),Swiftsure-class_battleship,United Kingdom,12369.8,11250,19,1903,0.9094730715128782
SMS_Szent_István,Tegetthoff-class_battleship,Austria-Hungary,22474.62631378341,26000,20,1914,1.1568601691968743
SMS_Tegetthoff_(1912),Tegetthoff-class_battleship,Austria-Hungary,21689,26400,20,1912,1.2172068790631196
HMS_Temeraire_(1907),Bellerophon-class_battleship,United Kingdom,18893.536,23000,21,1907,1.2173475626796382
USS_Tennessee_(BB-43),Tennessee-class_battleship,United States,32816.8,28600,21,1919,0.87150483898491
USS_Texas_(BB-35),New York-class_battleship,United States,33144.14555833036,28100,21,1912,0.8478118692348495
HMS_Thunderer_(1911),Orion-class_battleship,United Kingdom,22272.752,27000,21,1911,1.212243552121444
SMS_Thüringen,Helgoland-class_battleship,German Empire,22808,28000,20,1909,1.227639424763241
German_battleship_Tirpitz,Bismarck-class_battleship,Nazi Germany,48188.79792389586,163026,30,1939,3.38306841057678
Russian_battleship_Tri_Sviatitelia,Russian_battleship_Tri_Sviatitelia,Russian Empire,13531.088,9540,16,1893,0.7050430830100285
HMS_Triumph_(1903),Swiftsure-class_battleship,United Kingdom,12369.8,11250,19,1903,0.9094730715128782
Russian_battleship_Tsesarevich,Russian_battleship_Tsesarevich,Russian Empire,13105,14670,18,1901,1.1194200686760778
USS_Utah_(BB-31),Florida-class_battleship,United States,22174.2,28000,21,1909,1.2627287568435388
HMS_Valiant_(1914),Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1914,2.265078172377885
HMS_Vanguard_(1909),St. Vincent-class_battleship,United Kingdom,20015.2,24500,21,1909,1.2240697070226627
HMS_Vanguard_(23),HMS_Vanguard_(23),United Kingdom,46945.18970523104,130000,30,1944,2.7691868073442736
HMS_Venerable_(1899),London-class_battleship,United Kingdom,14732,13500,18,1899,0.9163725224002172
HMS_Vengeance_(1899),Canopus-class_battleship,United Kingdom,13210.183056014135,12150,18,1899,0.9197450140154212
French_battleship_Vergniaud,Danton-class_battleship,France,18754,22500,19,1910,1.1997440546016849
French_battleship_Vérité,Liberté-class_battleship,France,13991.37772104948,16435,18,1907,1.1746520126659281
USS_Vermont_(BB-20),Connecticut-class_battleship,United States,16256,15675,18,1905,0.9642593503937008
HMS_Victorious_(1895),Majestic-class_battleship,United Kingdom,16316.96,9000,16,1895,0.5515733322873869
USS_Virginia_(BB-13),Virginia-class_battleship,United States,15187.168,17100,19,1904,1.1259505392973859
SMS_Viribus_Unitis,Tegetthoff-class_battleship,Austria-Hungary,20000,27000,20,1911,1.35
Italian_battleship_Vittorio_Emanuele,Regina Elena-class_battleship,Kingdom of Italy,14136.624,17481.600000000002,21,1904,1.2366177384359944
Italian_battleship_Vittorio_Veneto,Littorio-class_battleship,Kingdom of Italy,46475.30761166639,128200,30,1937,2.7584540391039565
French_battleship_Voltaire,Danton-class_battleship,France,18754,22500,19,1909,1.1997440546016849
HMS_Warspite_(03),Queen Elizabeth-class_battleship,United Kingdom,33111.44,75000,24,1913,2.265078172377885
USS_Washington_(BB-56),North Carolina-class_battleship,United States,42964.63313116899,121000,28,1940,2.8162698289682293
SMS_Weissenburg,Brandenburg-class_battleship,German Empire,10013,10000,16,1891,0.9987016878058524
USS_West_Virginia_(BB-48),Colorado-class_battleship,United States,33216.088,28900,21,1921,0.8700603153508022
SMS_Westfalen,Nassau-class_battleship,German Empire,18873,21700,19,1908,1.1497907063000052
SMS_Wettin,Wittelsbach-class_battleship,German Empire,11774,14000,18,1901,1.1890606420927468
USS_Wisconsin_(BB-9),Illinois-class_battleship,United States,11750.04,9000,16,1898,0.7659548393026746
USS_Wisconsin_(BB-64),Iowa-class_battleship,United States,53896.11913116236,212000,32,1943,3.933492864005176
SMS_Wittelsbach,Wittelsbach-class_battleship,German Empire,11774,14000,18,1900,1.1890606420927468
SMS_Wörth,Brandenburg-class_battleship,German Empire,10013,10000,16,1892,0.9987016878058524
USS_Wyoming_(BB-32),Wyoming-class_battleship,United States,26416,28000,20,1911,1.0599636583888552
Japanese_battleship_Yamashiro,Fusō-class_battleship,Empire of Japan,33468.42990496104,40000,22,1915,1.1951561550268834
Japanese_battleship_Yamato,Yamato-class_battleship,Empire of Japan,65027,150000,27,1940,2.3067341258246574
Japanese_battleship_Yashima,Fuji-class_battleship,Empire of Japan,12425.68,12150,18,1896,0.977813689069733
